user_name,date,rating,review_text
hui jennifer,2016年9月19日,5,今晚食咩？看一看就有主意了
chinghui lo,2016年8月22日,4,方便新手媽媽準備晚餐！good！
Google 使用者,2016年8月23日,5,很實用很甜心很美味!
愛太難,2016年8月31日,5,很棒的平台，讓我天天換菜色
劉宜欣,2016年8月21日,4,廚房新手的好朋友！
楊小野,2016年9月20日,5,只要有份心 人人都是食神!!!
david Shih,2016年8月19日,5,非常棒 有專業的水準
莊美卿,2016年8月23日,5,很不錯的料理食譜
楊世豪,2016年10月10日,5,內容豐富 簡單易學
張雅榕,2016年9月3日,5,是真的很喜歡
江怡君,2016年11月27日,4,非常實用，也有很多選擇。
許月欣,2016年9月1日,5,很好用！
莊雅涵,2016年9月5日,5,分類很細 ，簡單方便
蔡佳羚,2016年8月20日,5,很貼心的分類
王巧欣,2016年8月29日,5,好方便 好棒的平台
林妍,2016年9月3日,5,內容簡單易懂，非常實用唷！
Google 使用者,2017年1月7日,5,希望可以標注幾人份~
Teng Teng,2016年8月20日,5,超讚的!
林曉志,2016年9月8日,5,不錯歐！對於喜歡料理的人很有幫助耶^^~
Malas Istanda,2016年8月28日,5,真的很棒，我很喜歡！
一一,2016年8月30日,5,對新手煮婦來說，非常實用。
靜妞,2016年9月8日,4,超多食譜，簡單方便
kwan chihong,2016年8月31日,5,Very good!!!!
周世杰,2016年8月29日,5,不錯！
黃靖絜,2016年9月5日,5,方便
yawen wan,2016年8月28日,5,非常實用的產品
全英梅,2016年9月6日,5,很棒的程式
王心怡,2016年11月29日,4,很多選擇 很棒
peter leung,2016年9月1日,5,簡单易明
芸芸Mika,2016年9月1日,5,方便
莫莫是隻豬,2016年8月22日,5,新手做菜有救了😢😢
耀宗,2016年8月30日,5,變很聰明了～
Lin支兒,2016年8月23日,5,內容豐富，很多東西可以參考^^
曾文億,2016年9月6日,5,喜歡，好用
Dawn ALm,2016年8月25日,5,很棒
林憶雯,2016年11月6日,5,十分方便
陳玉英,2016年9月8日,5,內容豐富
陳萱萱,2016年8月29日,5,很實用
Teresa Chan,2016年9月17日,5,好方便
魏詩婷,2016年9月29日,5,Good
軒軒,2016年9月11日,5,很實用
陳姵如,2016年8月20日,5,做菜必備
shanon Kuo,2016年8月19日,5,好用食譜
曾春菊,2016年8月25日,5,很棒喔
張順興,2016年8月31日,5,非常好用
雅雯楊,2016年8月24日,5,很實用
Alison Wang,2016年9月19日,4,方便食譜
李安娜,2016年8月26日,5,很方便
紅豆泥,2016年8月20日,3,容易跳出
賴信陽,2016年9月1日,5,讚，好用
林惠勤,2016年8月27日,5,豐富的內容~~
Google 使用者,2016年8月26日,5,很多料理，也有做法，食譜，👍👍
維維,2016年9月7日,5,喜歡
Google 使用者,2016年9月3日,5,方便
wang apple,2016年10月2日,5,很棒
Chopper Chen,2016年9月4日,5,讚
陳姿蓉,2016年8月21日,5,很好
李咲咲,2016年9月4日,5,很喜歡&gt;&lt;&gt;&lt;
SENA NEVERLAND,2016年7月20日,5,而且存入最愛超方便的，比另一款好用多了呢 不過希望能新增上次瀏覽到的記錄 要不然都要重複看
omei JEN,2018年12月29日,1,到底何時才要改善惡意應用程式的問題啊啊啊啊啊啊啊啊！！！！每次都要刪除下載，快煩死了 我的是中國信託app會阻擋，已經寄信到你們的信箱，請協助改善
曾小淨,2016年8月4日,4,對做生意的店家有很大的幫助我們可以每天幫顧客換不同的菜色由衷的感謝愛料理的供獻者
江美斯,2016年7月14日,3,手機版很不OK，一直跳掉，看個食譜好像鬼打牆！原本是很棒的軟體，可是一直這樣跳回首頁畫面，用起來好累喔！不知道其他人的手機會不會有這樣的問題？
王懷鈺,2016年8月1日,3,明明有訊號，食譜卻一直打不開(？結果還是打開google搜尋食譜…這樣煮東西煮到一半，卻不能接著看下一個步驟😑那根本沒有用處吧…
李宜庭,2016年7月14日,5,有很多不同的料理 大家也都寫得很詳細 有了這個APP對料理更喜愛了呢
劉芳伶,2016年7月5日,4,"很多料理可以學習，方便實用！希望可以再增加備份""收藏食譜""到網路(ex:google email)的功能，這樣即使使用不同帳號也能很快載入""收藏食譜""，而無需重新搜尋再加入收藏，會更讚唷^^"
World Eye,2016年7月21日,5,真是個好程式，希望可以繼續保持跟成長，可以在多一點點廣告增加收入
吳芮宸,2016年7月24日,5,非常便利，內容又齊全，對廚藝幫助粉大!老公都說我變厲害了！
天使,2016年8月13日,3,剛剛一直進不去我的收藏，系統一直說愛料理停止運作，然後直接跳掉，就算重新安裝之後也不讓我登入，然後又跳掉，希望趕快改進這個問題！
康佳燕,2016年8月3日,5,自從有了愛料理App讓我從廚藝進步不少！
蔡宜臻,2016年7月7日,4,希望手機可以直接上傳自己的食譜
城木加美Lina,2016年7月23日,4,希望Android系統趕快可以在手機上寫食譜啊～分類希望也可以再細一些～
米木米,2016年8月5日,5,很方便，有時候看著手邊的食材不知道該做什麼料理，搜尋一下就有非常多的選擇和詳細的做法(๑•̀ㅂ•́)و✧
蘇品伃,2016年8月8日,5,原本看都是字的食譜，做出來的東西都怪怪的(似乎是自己的問題)不過配上圖之後，比較好理解~~很推薦喔~
A ru,2016年7月16日,5,自從使用這app後，我男友都說我廚藝進步很多，越來越好                         能多些收藏分類就好
Sean C,2016年8月11日,5,改版後很怕踩到地雷，是怕大家只看人氣指數高的菜，但全面看不到也不好
辛心常,2016年7月27日,5,本來我是一個魯蛇丈夫，自從下載這app後，我已可以獨當一面做出一桌好料理，讚啦！！！
Sapphire Li,2016年8月5日,5,喜歡愛料理存食譜很實用，還可以設定採買清單超貼心
黃鈺琪,2016年7月14日,5,我是白痴的新手 但我好像慢慢變厲害了
王綉姿,2016年7月4日,3,在收藏中多加分類會更好！
蔡惠名,2016年7月1日,5,超棒很實用，今天才看愛料理的食譜煮了一桌👍
Yo Lo,2016年7月3日,5,很多料理可以參考學習，很棒!
黃子芹,2016年7月13日,5,很快就學會很好吃的料理
Lin Xun,2016年7月8日,1,手機版一堆問題遲遲不修復。很差     重點還越更新越爛
Juno Lin,2016年7月2日,5,操作簡單 ，內容豐富
阿宗,2016年7月2日,5,提供料理做法  讓不會的人對了學習
lin annie,2016年7月22日,4,"很實用的app,有多種食譜做法學做菜，還可學到小撇步！"
joan Li,2016年6月26日,5,讚!
鍾小秀winnie,2016年8月17日,5,常常有不同的食譜很容易收藏與使用
TsuYu Chan,2016年7月20日,5,建議可以如網頁版有標明大約幾人份
小涵王,2016年7月26日,4,更新後收藏的分類不見了必須要從新下載才會出現
廖敏,2016年7月19日,4,好多食譜，很方便喔！
王貝文,2016年7月12日,5,家裡用不完的菜可以參考大家的料理去處理，很不錯
黃橙橙,2016年8月6日,4,如果收藏的食譜也能自動分類會更好。
vivian Huang,2016年7月26日,5,這些料理真的很容易上手，讓我非常喜歡去做料理。
柯顆顆,2016年7月1日,4,如果可以不用網路也能看收藏食譜就更好了！
涂億涵,2016年8月12日,5,app設計的非常簡單好用，而且想要的功能都有
陳慧齡,2016年8月21日,5,超大心 不會煮飯的我也能做出一道菜了
黃黃獨立,2016年7月27日,4,"Please world support Taiwan independence success and democracy,freedom,human rights,Thanks ,pears, greenlight."
劉惠安,2016年7月1日,5,真的很棒～謝謝大家的分享
艾妲絲,2016年8月1日,1,每點進就說 發生錯誤
楊小熊,2016年7月13日,4,在裡面看到了需多簡單的料理，過程並不會很煩瑣。
Pamela Chen,2016年7月24日,5,食譜多，還可以有採買食材標記，很人性化
佳伶謝,2016年7月5日,5,很多想做的料理。看這個很方便😁
小不點,2016年8月1日,5,因為很好用，我媽媽很常常會用
張家佳,2016年8月27日,5,讓我每一次煮菜，都感到信心十足😄😄😄也謝謝各位料理大師無私的分享！
梁竣凱,2016年8月9日,5,很好用 給了我許多做料理的靈感
栗橋羽和子,2016年7月8日,5,是我的秀逗了嗎 一直出現錯誤
曾泰咪,2016年7月16日,5,非常棒  若我的最愛可供使用者分類更理想
王蓁,2016年8月10日,4,想要查什麼都好清楚
力嘎,2016年7月3日,5,希望能有食譜個別筆記的功能:)
張益民,2016年7月27日,5,好多好吃又簡單的料理方法
Ciao-jie Syu,2016年7月11日,4,希望未來有提供離線閱讀的食譜。
Lisa Tsang,2016年8月14日,5,有圖好正，好意做，可以學到好多自己唔会做的菜o(≧v≦)o~~好棒
林良胤,2016年7月2日,5,好方便，連不太會主菜的我都會了
Li Ping Ting,2016年7月14日,4,學習不同類菜單，對喜歡烹飪的我，增添不少靈感，時常向人推薦使用
Orcus,2016年8月15日,1,廢
漾咪咪,2016年8月1日,2,是只有我的完全看不到東西一直在跑的狀態嗎(〒︿〒)
謝漠,2016年8月1日,5,不會po食譜。   那裡可以把自己的食譜用到愛料理
蔡亞純,2016年8月18日,5,對於不太會作料理的我真是棒啊！
Tia Jin,2016年10月14日,5,好用，在這理找到超多簡單好吃的食譜
王玉青,2016年7月17日,4,提供很多美味料理的作法，很實用！
許秋香,2016年8月15日,5,很好可以讓我做參考
朱臆燕,2016年7月18日,5,如果有基本材料如何處理影片
Wu lok hang,2016年8月14日,3,太小莱式提供
Dolores Lin,2016年7月6日,5,好用，好找，實用的食譜，且可以在收藏的地方自己設分類，這樣方便尋找。
劉晟瑞,2016年8月16日,4,更新速度能快一些就好
吳采妮,2016年8月20日,4,希望快點開通寫食譜功能
鄧凱莉,2016年7月13日,5,不用買食譜了啦！
林思妤,2016年8月20日,5,食譜種類多，集結多人的創意及拿手菜，很棒！
妍秀,2016年7月11日,3,不能離線看食譜這樣很麻煩
林婉瑜,2016年7月25日,5,有照著食譜學作菜
王駿豪,2016年7月12日,5,要找的菜色都有！非常好用的App
Titan Wang,2016年7月24日,5,方便好用的食譜，種類多且易搜尋
楊秀真,2017年2月8日,5,自從我下載後都胖了
熊熊,2016年7月22日,5,很多好吃的 可以學起來
邱涵,2016年7月4日,4,如標題
Tsai Anna,2016年7月4日,5,愛作料理的好幫手
Amber Liu,2016年7月13日,4,類別再清楚點就更好
王子芸,2016年7月31日,4,有很多食譜可供參考
林志邱,2016年7月3日,5,如標題，給你5顆星！
詹佩芬,2016年7月29日,5,有各式料理好找好學~
黃月春,2016年7月23日,4,現代人注重養生，無毒，多一些健康食物，保護所有人的健康
Y F Suen,2016年8月14日,5,容易上手方便得很，新手及老手必看
alan liao,2016年8月11日,5,只要有心人人都可以當食神～
Rock Hsh,2016年9月3日,5,讓我有更多超棒的隨手食譜，謝謝分享的大家!!!
篠鸆,2016年7月13日,5,很方便呢！！！
莊紅姝,2016年7月28日,5,使我廚藝進步
林鳳凰,2016年7月25日,5,介面好看 很好用
余小雪,2016年7月31日,5,輕易找到要煮的菜
黃甘甘,2016年7月10日,5,超方便的食譜分享網站
efuling ling,2016年8月17日,5,想煮咩都可以
歐建成,2016年7月19日,4,收藏可以分類更好
Flower Wu,2016年7月10日,5,可以查到很多食譜
Sofia Pan,2016年8月4日,5,可以學到美味菜色
陳沂鈺,2016年7月24日,5,方便尋找 種類繁多
賴珮琪,2016年7月27日,5,買菜的checklist非常方便
Ginny Fan,2016年7月24日,5,非常喜歡，而且介紹好多人使用下載
何莉婕,2017年2月24日,5,不知道要煮什麼可以來這裡找，哈哈
天晴,2016年7月2日,2,圖也太小了吧！！
舜新楊,2016年7月26日,5,做的很好
Yen Jo,2016年7月10日,5,學到很多新招~ 謝謝!
li check,2016年7月4日,5,簡易diy料理，方便烹飪。
巧琳李,2016年7月22日,5,非常好用。學會做滷肉飯
婷羽,2016年7月14日,1,發生什麼事了?怎麼開不起來
林ৡৢ͜͡改ৡৢ͜͡裝ئ,2016年7月9日,5,適合喜歡做菜的朋友一起使用。
郭宥珊,2016年7月11日,5,很多簡易料理！
Brianne Wang,2016年7月30日,5,很多好食譜分享！謝謝！
李宜倫,2016年7月17日,5,非常實用 Good!
蔡佩佩,2016年7月13日,5,可以學到很多
泰瑞,2016年7月31日,5,我喜歡這個程式
游美鳳,2016年7月13日,5,內容很精彩赞
陳智韋,2016年8月15日,5,參考
古斯比,2016年7月27日,5,資料豐富 操作簡單
李大同,2016年7月23日,5,新手媳婦好幫手
Ian c,2016年7月30日,5,做菜好幫手
陳威仁,2016年11月20日,1,東西跑不出來
二筒,2016年7月14日,3,可以不用網路就好了
SAU LAN IP,2016年7月15日,5,新手必備
呂書維,2016年8月14日,5,超實用的
Vivian Yeung,2016年7月9日,5,很想嘗試自己整
艾常齋,2016年7月20日,5,超完整的食譜
O H,2016年8月5日,4,超多小技巧
劉沛函,2016年7月22日,5,很好用！
Tai M,2016年7月30日,5,內容確實 按照步驟 煮出即美味 ^_^
梁宇豪,2016年7月20日,5,收藏可以多多改善
張毓玲,2016年8月22日,4,很方便很實用
臻笨,2016年8月4日,4,有些料理不僅簡單又方便 ~ 讚！實用 ~
姜米果,2016年7月29日,5,做菜有成就感～
林佳均,2016年7月27日,5,好棒！
趙郁婷,2016年7月19日,5,手機版的不能編輯食譜嗎？
win pon win,2016年7月28日,5,非常好，令我學了做很多美食。
柯怡萍,2016年8月9日,5,很實用呢！
Yu Jung Lee,2016年7月23日,5,很多食譜超方便，喜歡
江幸夏,2016年7月12日,4,不錯，可以交流分享一下。
黃雅鈴,2016年7月14日,5,內容多樣。好理解
黃玉婷,2016年8月11日,5,很實用，會繼續使用
陳彥君,2016年7月24日,5,還是喜歡之前的分類~
李雅婷,2016年8月10日,5,食譜超多，很好用
黃信華,2016年9月1日,5,讚，很多食譜可以玩
Naya Lian,2016年7月10日,5,隨查隨用，真好！
Nate H,2016年7月22日,5,很棒的app
Judy Chen,2016年8月11日,5,內容很廣泛，很不錯
曾柏涵,2016年7月9日,5,不錯
kirua hakka,2016年7月9日,4,廣告不要來
黃德因,2016年7月9日,5,學習很多料理
Ada Lu,2016年7月6日,4,好用好查
廖小嬌,2016年8月7日,4,簡單易懂
陳櫻雪,2016年7月1日,5,真的很方便
peggy chang,2016年7月22日,5,方便又實用
An-Hui Xiao,2016年7月30日,2,搜尋根本亂七八糟
湯秀娘,2016年7月17日,3,不能寫食譜
羊羊,2016年8月21日,4,還不錯
Miranda,2016年7月14日,5,很棒的料理平台
楊妤婕,2016年7月6日,4,得知食譜方便又快速!!
廖怡婷,2016年8月21日,4,不賴!!!
張Cici,2016年7月2日,5,很實用，方便
Irene Tsai,2016年8月2日,5,有很多食譜，好方便！
江宜秦,2016年7月13日,4,很好的App交流~
詹惠淩,2016年8月6日,5,很實用很方便
楊籃欣,2016年8月5日,4,簡單易懂~實用
Hera C,2016年7月29日,5,我只能說很棒。
鄭大君,2016年7月6日,5,好用，簡單方便
chen Alex,2016年7月11日,5,食譜分類清楚，
S.M tsau,2016年7月24日,5,很實用，謝謝
eva Blighteye,2016年7月10日,5,謝謝，很好用
何羽婷,2016年8月14日,4,對於我這樣的新手，真的很方便～
Mandy Kao,2016年8月15日,5,很棒，實用！
anton Lee,2016年6月29日,5,非常好
林煒,2016年6月29日,5,太強大
黃wennie,2016年7月8日,5,簡單好用
蔡球球,2016年7月23日,5,很清楚
李縉鴻,2016年7月17日,5,非常好用
伊樂,2016年8月14日,5,很好用
王嬿媛,2016年8月15日,5,很實用
潘益婷,2016年8月24日,5,非常棒
曾怡菁,2016年7月21日,5,很棒的App
Jill Chiu,2016年8月17日,5,好好用哦
鄧安莉,2016年7月13日,5,好用
孫群宜,2016年7月13日,5,很棒的分享
小逸陳,2016年7月18日,5,非常喜歡
Jessie C,2016年8月16日,4,很好的食譜
王俊智,2016年10月28日,5,非常方便
Rainny Chung,2016年7月5日,5,很棒的App
羽祥謝,2016年7月2日,5,簡單實用
吳柚子,2016年8月6日,4,很實用
Beary Bear,2016年7月28日,5,自製最棒
鍾偉華,2016年7月28日,5,方便實用
ARMY楓糖,2016年7月22日,5,很好用
莊曉薇,2016年8月20日,5,非常實用
Ena Wang,2016年7月8日,5,Good
張鈺敏,2016年7月3日,5,不錯用
林詠祥,2016年7月6日,5,很使用
鐘淋楊,2016年8月14日,5,超級實用的
星羽,2016年7月21日,5,讚
林建宏,2016年9月19日,5,很方便
浩浩,2016年7月30日,5,很好用
Katie Tzong,2016年8月1日,5,分類超好用
保天,2016年9月1日,5,非常不錯
簡甫明,2016年8月19日,4,不錯的app
黃小慧,2016年7月14日,5,很棒喔
lin doubi,2016年7月18日,4,很實用
蘇奇偉,2016年7月27日,5,GOOD                   JOB
范邵蓓,2016年7月6日,5,方便、實用
Google 使用者,2016年8月13日,5,無敵讚
劉瑋婷,2016年7月9日,5,超級棒棒棒棒
李語嫣,2016年8月6日,5,超棒棒
曾如萍,2016年7月15日,5,很實用~
洪樹文,2016年10月20日,4,如何設定頭像和上傳食譜???
劉勵華,2016年7月18日,4,實用。
wingyee lo,2016年9月13日,4,美味
吳美香,2016年8月19日,5,讚
Ling Su,2016年7月9日,5,讚
LEE GINA,2016年7月21日,5,Good
蔣柔柔,2016年8月4日,5,很棒
Google 使用者,2016年8月12日,5,實用
李如玉,2016年8月2日,5,不錯
許富期,2016年8月7日,4,好用
葉佳玫,2016年7月10日,5,方便
李靜欣,2016年7月6日,5,愛
HSIU-HSIA CHOU,2016年7月27日,5,很棒
偉哲唐,2016年9月1日,5,超好用
KEINO CHANG,2016年7月8日,4,不錯
Google 使用者,2016年9月14日,5,葱油饼
Bonita su,2016年8月12日,5,好棒
劉郡容,2016年7月1日,5,Good
Winona Hung,2016年7月22日,5,好用
周琍琍,2016年8月1日,5,Good
Annika Lai,2016年7月9日,5,good
tat wah kwok,2016年7月1日,5,Good
張珈雯,2016年7月13日,5,讚讚讚讚讚讚
劉雅菁,2016年8月8日,5,很棒~*^O^*
邱韻文Olivia,2016年8月12日,5,喜歡喜歡♪ ♬ ヾ(´︶`♡)ﾉ ♬ ♪
陳憶淳,2016年7月28日,5,感謝分享(=^･ｪ･^=)
Esther Li,2016年6月15日,5,不知道要吃什麼的時候就上來找靈感，有想吃但是不會做的菜也可以上來找，超方便的！我煮飯都靠他了！
張承瑜,2016年5月26日,5,對做菜苦手的我來說超方便！
蠍蠍兒,2016年5月27日,1,這個對新手料理來說是個秘笈，因為我就是新手料理，但這個App的缺點就是不方便請教料理人/分享者，雖然提供的材料有的人會說明的很清楚，但是也有的人會忘記註明，這個時候我覺得應該設置留言功能，以便請教料理人/分享者
miffy Chang,2016年6月13日,5,食譜眾多且還有購買清單可以使用，避免每選購時少買到東西，超方便
江珮瑀,2016年6月2日,5,有很多食譜 非常適合手殘的我
小幫手,2016年5月25日,5,感謝這個app  感謝po美食作法的人
Irene Yao,2016年6月20日,5,想做菜的時候，不用煩惱菜譜跟作法，簡單搜尋即可，備料及步驟圖文分享一目瞭然！
葉育均,2016年6月9日,3,正看食譜卻一直自動跳出來
王炒麵,2016年6月24日,3,很難註冊   尤其是寄認證信不管怎麼輸都不對是哪招
陳小海,2016年5月25日,4,"很棒的app,幫大家解決許多cooking的問題"
Jen Hung,2016年6月2日,4,要看食譜跳好久一直進不去
周孟蓉,2016年5月27日,5,讓我可以學各式各樣的菜，發現做菜其實很好玩
張慧如,2016年5月28日,5,三餐加點心，天天有創意!
林秋蘭,2016年6月11日,5,很實用，很容易找到想要的實譜
欣庭詹,2016年6月17日,4,可以學習到很多料理.內容很多樣化不懂的馬上可參考很方便
Jiali,2016年5月29日,5,不知道要吃什麼的時候點進來愛料理就對了:)
ZIH RONG HONG,2016年5月27日,5,"很棒的app,烘焙做菜小幫手!"
Aries Wan,2016年8月6日,4,主要是台菜，如增加多些其他菜色更好
高寶玉,2016年5月30日,5,看到許多料理，可以試做
李美珍,2016年6月8日,5,因看這個我也會做餅干欸
邱子芸,2016年5月31日,3,我的收藏分類跑不出來
陳億紋,2016年6月1日,5,真的很好用，讚啦！
晨宜薰,2016年6月5日,5,每天晚餐不知道煮什麼時，就可以參考一下，很實用~讚
鍾旻臻,2016年6月2日,5,對生活有滿滿的加分，很容易看的懂很實用，很好的食譜，謝謝你
王俐蓁,2016年6月9日,5,每次不知道做什麼菜時，看愛料理就對了！
蕭豐議,2016年6月5日,5,好多食譜可以用，各種組合多方嘗試
Griffin Hong,2016年6月26日,5,"試過一些食譜app,這款最豐富，介面又簡單易懂"
歐北亂舞,2016年6月12日,5,內容豐富，不給滿星就對不起它了！
Chih Lu,2016年6月25日,4,跟著步驟和食材可以上手。有個問題，如何分享食譜呢？
許雅晴,2016年5月30日,5,對於不太會烹煮的我來說很好用！
徐雪梅,2016年5月31日,5,給我們這些愛做料理的人一個～分享與切磋的出口～讚加讚！
李蕙敏,2016年6月19日,5,超棒的做料理好方便
May小玫,2016年6月25日,5,"非常的好用,有照片又有步驟,是個很實用的app"
Elaine Shen,2016年6月20日,4,很期待
范僑芸,2016年5月28日,5,超級方便  我常用喔
賴粢蒨,2016年6月13日,5,非常好用又有很多簡單的料理
李坤龍,2016年6月25日,5,食譜很多很實用
程雅玲,2016年6月18日,5,我很喜歡這個做菜app
Fiona Sin,2016年6月13日,5,超級實用又方便的APP食譜
張志斌,2016年6月9日,5,可以學習並加以變化
Helen Ling,2016年6月29日,5,分類很好，資料豐富
eagle,2016年6月12日,5,每天找食譜，生活必備app
劉素貞,2016年6月17日,3,食譜很實用，但是無法加入收藏清單!!
Google 使用者,2017年1月5日,5,因我喜歡煮東西
Jennie Kuo,2016年6月15日,5,很實用的料理知識庫
鄒霖凱,2016年6月5日,5,用起來很人性化
劉旻琳,2016年6月14日,5,教了我很多
黃宥冬,2016年6月14日,5,超好用 資訊超多
Wang Judy,2016年6月14日,5,很實用  煮菜全靠它
Leung Man Wai,2016年6月9日,5,實用性高 方便又常有新的更新👍👍
王詩茜,2016年6月11日,3,"一直跳出來,是要怎麼看食譜"
紀彥名,2016年6月20日,5,"非常受用,謝謝愛料理app團隊"
黃妤喬,2016年6月15日,5,很讚也解說很清楚
魏麗梅,2016年6月22日,5,"非常實用的程式,感謝分享者的食譜,謝謝你們!"
wen cow,2016年6月23日,5,對不太會煮菜的我很方便。
陳萍萍,2016年6月20日,5,"超方便的,作菜簡單"
Wen Hui Cheng,2016年5月26日,4,很實用又簡單
楊阿排,2016年5月31日,5,很方便好用哦
羅小姐,2016年5月27日,5,就是愛料理
Zoe Chen,2016年6月2日,3,請修正閃退
Ting Yu Lyu,2016年6月24日,5,真的是很棒的app!!
pan ry,2016年6月30日,5,超好吃
莊玉蓮,2016年6月7日,5,非常棒的一個小幫手
練芳瑜,2016年6月13日,4,離鄉遊子的好選擇
吳慧玟,2016年6月1日,5,很多食譜很好用
吳玉婷,2016年6月17日,5,好棒好用
candy wang,2016年6月5日,5,很喜歡這個app
咪子阿,2016年6月10日,5,看了就好想吃
郭庭妤,2016年6月20日,1,搜尋不到任何東西
V- DREAM,2016年6月10日,5,請問要怎麼留言
葉怡均,2016年6月8日,5,好用 介面簡單方便
Yu. Chen Cheng,2016年6月15日,5,好用，大家分享的料理很不錯
許智恩,2016年6月14日,5,新爸爸的好幫手
康小胖康小胖,2016年6月12日,5,很實用喲！
Yuki Wang,2016年6月19日,5,讚！
Emma,2016年7月22日,5,超棒的軟體，助我良多
陳茹怡,2016年6月11日,5,食譜很多，操作簡單
yiting peng,2016年6月30日,5,超實用der!
鄭婷文,2016年6月24日,5,對喜歡料理的人來說 是很棒的平臺~~
Litten she,2016年6月14日,4,讚啦！
小亞胡,2016年6月26日,5,非常適合料理白痴的我。
木木青爭青爭,2017年3月22日,5,設計的很好，分類清楚，簡單易上手，喜歡好用真心推薦!!!
軍犬,2016年6月17日,5,介面有條理，食譜很多，簡單易懂
Silvia Tseng,2016年6月20日,5,食譜實用，介面好操作
郭紫涵,2016年6月24日,5,真的很棒，學會了好多料理!
Jessy Lo,2016年5月31日,5,挺好用的，分類很清楚
李昀羲,2016年6月19日,5,可以輕鬆找到各式料理很方便!^_^
龍梅瑛,2016年6月17日,5,很容易懂，一次就會做了！
李英綺,2016年6月21日,5,對料理一竅不通的我很實用。👍
chao ann,2016年6月17日,5,好用！
烏拉拉,2016年5月30日,5,很好用喔
周婉婷,2016年6月29日,5,Very good
林俊雄,2016年6月15日,5,實用又完整
Tung WanChing,2016年7月26日,5,很方便的食譜
林祐和,2016年6月26日,5,真的很不錯
黃阿豪,2016年6月1日,5,讚
施麗梅,2016年5月28日,5,菜鳥的好幫手
王嬿菱,2016年6月11日,5,超好用的
陳逸芳,2016年6月12日,5,超級方便喜歡
Cm Leung,2016年7月13日,5,Nice!!!
迷途者,2016年6月18日,5,食譜豐富，步驟簡單！
郭景山,2016年6月16日,5,方便，實用的app
許小茲,2016年5月31日,4,不錯。
江楊文,2016年5月31日,4,我喜歡。
張倍倍,2016年6月20日,5,方便實用。謝謝分享者~讚
Frog Yo,2016年6月17日,5,不錯！
彭洣芹,2016年6月14日,5,超好用，我喜歡
楊沛沛,2016年6月16日,5,讚！！！！
陳佩芳,2016年6月12日,5,很棒!!(&gt;﹏&lt;)
lala ke,2016年6月17日,5,實用~方便！
王駿耀,2016年6月2日,5,讚讚讚讚讚
林忠盈,2016年6月10日,5,超實用
李小花,2016年5月31日,5,實用的app
達達,2016年5月27日,5,真的好用
楊美玲,2016年7月3日,5,超實用的
亘,2016年6月20日,5,很棒的APP
hua guo,2017年4月28日,5,很方便
Bowen Hsieh,2016年6月13日,5,好平台
鍾地瓜,2016年6月20日,5,非常實用
張柔萌,2016年6月3日,4,非常實用
秀文,2016年6月15日,4,不錯的App
郭湘芸,2017年11月23日,4,很實用
陳詩涵,2016年5月28日,5,圖文並茂
周雅涵,2016年12月21日,5,很實用
陳虹君,2016年6月10日,5,很好用
樂尋,2016年7月6日,5,很方便
翁毓晨,2016年6月24日,5,很實用
王靜慧,2016年6月11日,5,很好用
Ruby Huang,2016年6月22日,5,Good
吳美蓉,2016年6月23日,5,真的很棒
許宜鈴,2016年6月24日,5,很好用
簡姵禎,2016年6月9日,5,非常實用
華昭美,2016年6月17日,5,真方便
Abby,2016年6月3日,5,讚讚
我愛珍寶,2016年6月9日,5,超級好用，大愛❤
詠宜孫,2016年6月22日,5,實用~
林沛臻,2016年5月26日,5,讚
Hsin-Chieh Lin,2016年6月22日,5,好多道食譜啊~一一嘗試中👍👍👍👍👍
蕭舒方,2016年6月12日,5,好
可可,2016年9月9日,5,很棒
酒楓,2016年6月30日,5,棒
范家榮,2016年7月7日,5,實用
宜芳李,2016年5月26日,5,讚
張智凱,2016年6月23日,5,好用
Ryan Lu,2016年6月23日,5,好用
Wei Lun Hsu,2016年6月9日,5,好用
陳維,2016年7月10日,5,實用
莊康康,2016年5月29日,5,加緊
陳成乙,2016年6月11日,5,好用
姚雅萍,2016年6月2日,5,讚
陳俊銘,2016年6月1日,5,實用
甘蕙如,2016年6月12日,5,實用
游杰,2016年7月16日,5,good
張小泰,2016年6月6日,5,超棒
Amy Chang,2016年5月29日,5,Nice
林豆彪和米粒的生活日記,2016年6月8日,5,好用
謝明亨,2016年5月25日,4,不錯哦
呂任涓,2016年6月21日,5,好用
莊士勳,2016年6月29日,5,好用
WengSi Fu,2016年6月5日,5,好用
TOM TAO,2016年6月18日,5,讚
Fullmoon0716 Fullmoon0716,2016年6月23日,5,非常實用，非常棒*^O^*
張宜藩,2016年6月21日,4,Good
MengChun Yin,2016年6月29日,5,讚。
一比鴨鴨,2016年6月26日,5,好用～😀
黃茶米娘,2016年6月11日,5,我是小當家
林哈克,2016年6月29日,5,👍
nene ne,2016年6月3日,5,非常有幫助(&gt;﹏&lt;)
Jamie Chang,2016年1月8日,4,不知道要主什麼菜石，只要打開愛料理，馬上就有很多食譜可以參考!!真是方便  操作也簡單喔~
Wang William,2016年12月18日,5,裡面有多樣化的食譜可以參考，對於很多新手來說真的是一個很棒的地方，更謝謝大家無私的分享
小鳳蘇,2016年1月22日,5,介面簡單好操作 愛料理的共享平台 也可以跟大家分享自家手路菜 互相學習感覺很棒
陳小傑,2016年2月4日,4,開啟程式沒多就，自己就跳離程式
